WAREHOUSE,ITEM_NUMBER,CUR_LOCATION,DAYS_FRM_SLE,AVGD_BTW_SLE,LMGRD5,LMDEEP,OPT_CURRBAY,SUGGESTED_GRID5,SUGGESTED_DEPTH,OPT_OPTBAY,SUGGESTED_MAX,SUGGESTED_MIN,IMPLIED_REPLEN,CURRENT_REPLEN,DAILY_PICK,DAILY_UNIT,REPLEN_SCORE,WALK_SCORE,TOTAL_SCORE
7,6810161,B750331,0,1,11S47,24,3,11S47,24,3,42,11,73,73,5.00,9.00,63.23%,100.00%,63.23%
7,6350160,B861252,0,1,08S23,24,12,11S47,24,3,110,14,0,44,4.00,7.00,77.83%,81.43%,63.38%
7,1125510,A780043,0,1,09S24,120,0,15S24,120,0,560,140,45,73,22.00,75.00,63.46%,100.00%,63.46%
7,5121059,B242231,0,1,14S23,24,22,11S47,24,6,66,8,17,51,2.00,4.00,74.67%,85.14%,63.57%
7,7840052,B850352,0,1,11S23,24,3,11S47,24,1,352,48,20,45,13.00,24.00,77.65%,81.89%,63.59%
7,1531434,A690024,0,1,15S18,120,0,27S12,120,0,240,60,44,73,9.00,31.00,63.64%,100.00%,63.64%
7,1046817,A410013,39,1,12S18,120,0,11S47,24,2,30,8,104,54,9.00,9.00,72.86%,87.46%,63.72%
7,1124860,A680042,0,1,08S12,120,0,12S12,120,0,56,12,35,72,4.00,6.00,63.81%,100.00%,63.81%
7,1278254,A300022,0,1,15S12,120,0,27S12,120,0,34,8,39,72,4.00,4.00,63.81%,100.00%,63.81%
7,7772577,A410043,0,1,09S18,120,0,09S24,120,0,80,20,42,72,7.00,10.00,63.81%,100.00%,63.81%
7,8935900,A790022,0,1,15S12,120,0,27S12,120,0,64,16,42,72,5.00,8.00,63.81%,100.00%,63.81%
7,1125618,B331521,0,1,11S47,24,15,14S12,120,0,450,76,26,38,3.00,38.00,80.75%,79.11%,63.88%
7,8310363,B732363,0,2,11T11,24,23,11S47,24,9,376,60,12,63,1.00,15.00,68.33%,93.50%,63.89%
7,1205465,B852281,0,1,11T11,24,22,11S47,24,9,105,8,10,63,1.00,4.00,68.33%,93.50%,63.89%
7,7002689,B882352,0,4,11S23,24,23,11S47,24,9,24,6,63,63,1.00,6.25,68.33%,93.50%,63.89%
7,1296271,A670012,0,1,12S12,120,0,12S18,120,0,192,48,44,72,15.00,25.00,64.02%,100.00%,64.02%
7,1047423,A880022,0,1,15S12,120,0,12S24,120,0,324,68,34,72,11.00,34.00,64.11%,100.00%,64.11%
7,9450423,B810282,0,1,11T11,24,2,11S23,24,1,423,24,8,53,9.00,12.00,73.33%,87.46%,64.14%
7,1280028,B720552,0,1,11S23,24,5,11S47,24,6,35,6,26,69,2.00,3.00,65.45%,98.14%,64.24%
7,9009813,B810283,0,1,11T11,24,2,11S47,24,5,78,6,11,69,2.00,3.00,65.45%,98.14%,64.24%
7,2222233,B230811,0,1,11T11,24,8,11T11,24,1,80,20,42,37,5.00,10.00,81.37%,79.11%,64.37%
7,1207598,B340331,60,1,11S47,24,3,11S47,24,3,9,3,295,71,4.00,7.00,64.53%,100.00%,64.53%
7,7120155,B850812,0,1,11T11,24,8,11S47,24,4,116,10,0,63,3.00,5.00,68.33%,94.43%,64.53%
7,2220382,B420534,0,1,06T06,24,5,11T11,24,1,322,18,0,46,7.00,9.00,77.20%,83.75%,64.65%
7,1266686,B230121,0,1,11S47,24,1,11S47,24,2,576,66,16,50,10.00,33.00,75.12%,86.07%,64.66%
7,1065736,B352131,0,1,11S47,24,21,11S47,24,21,36,9,66,66,4.00,7.00,67.16%,96.29%,64.67%
7,5650013,B881931,0,1,11S47,24,19,12S12,120,0,70,18,49,43,2.00,10.00,78.53%,82.36%,64.68%
7,5768084,A740024,0,1,15S24,120,0,09S30,120,0,44,10,37,70,5.00,5.00,64.82%,100.00%,64.82%
7,1006220,A400022,0,1,15S18,120,0,12S30,120,0,44,10,37,70,4.00,5.00,64.82%,100.00%,64.82%
7,1819898,B291571,4,1,08S23,24,15,11T11,24,2,72,18,80,54,2.00,17.00,73.08%,88.86%,64.94%
7,1532691,B260862,60,2,11T11,24,8,11S47,24,9,108,22,16,70,1.00,5.50,65.17%,100.00%,65.17%
7,2280944,A670041,0,1,09S12,120,0,14S18,120,0,380,66,27,70,10.00,33.00,65.17%,100.00%,65.17%
7,2288210,A720023,0,1,15S60,120,0,15S60,120,0,2140,535,47,70,98.00,99.99,65.17%,100.00%,65.17%
7,5700362,B200221,0,1,11S47,24,2,11S47,24,1,1350,100,10,12,22.00,50.00,93.97%,69.36%,65.17%
7,6022580,B701631,0,1,11S47,24,16,27S18,120,0,56,6,15,58,1.00,3.00,70.77%,92.11%,65.18%
7,3037601,B841431,6,3,11S47,24,14,27S18,120,0,36,8,12,56,1.33,1.33,71.85%,90.71%,65.18%
7,1205256,B790331,0,1,11S47,24,3,09S18,120,0,252,50,31,55,7.00,25.00,72.22%,90.25%,65.18%
7,3780719,B212127,0,1,06T04,24,21,06T11,24,1,78,6,11,38,2.00,3.00,81.00%,80.50%,65.20%
7,7846100,A660021,0,1,15S44,120,0,27S44,120,0,2340,585,45,69,83.00,99.99,65.33%,100.00%,65.33%
7,1292524,B751917,4,3,06T06,24,19,06T11,24,4,266,44,8,66,0.33,7.33,66.83%,97.91%,65.43%
7,1126277,A300033,5,1,12S12,120,0,11S47,24,9,22,4,28,63,1.00,2.00,68.33%,95.82%,65.48%
7,6940023,B210941,0,1,11S23,24,9,09S18,120,0,50,10,32,63,1.00,5.00,68.33%,95.82%,65.48%
7,1127015,A250013,0,1,12S44,120,0,27S44,120,0,760,174,38,69,19.00,87.00,65.56%,100.00%,65.56%
